Cow,Ingredient,AF_Qty,AF_Head,DM_fract,DM_Qty,DM_Head,Pen_old,Pen,Cow_amount,Cow_n,Year,Month,month,Days in month, Moisture, Dry_Matter, pH, CP, ADF, aNDF, Lignin, Starch, ESC(Sugar), WSC(Sugar), EE(Fat), TFA(Fat), Ash,C%,OM
dairy,Beet Pulp,9,8.65,0.91,8,7.91,D9-70-8674,D9,8,1,2018,Apr,4,30,7.78,92.22,,21.4,38.01,52.04,,,,0.11,,,5,40,85
dairy,Corn Sil KFK,36,35.68,0.35,12,12.49,D9-70-8674,D9,8,1,2018,Apr,4,30,64.385,35.615,3.73625,7.125,24.12625,37.82125,2.60875,37.0825,0.86375,1.7325,3.71625,2.3075,4.59,40,40
dairy,Distiller_Gr,9,9.19,0.89,8,8.18,D9-70-8674,D9,8,1,2018,Apr,4,30,64,36,,28,16,40,,,,,,,4,40,89
dairy,KFK10 Premix,196,196.12,0.45,88,88.25,D9-70-8674,D9,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,KFK8-B MIX,2301,2301,0.47,1081,1081.47,D9-70-8674,D9,37,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1335,1335,0.47,627,627.45,D9-70-8674,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-B MIX,2505,2505,0.47,1177,1177.35,D9-71-8672,D9,37,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1809,1809,0.47,850,850.23,D9-71-8672,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-B MIX,2737,2737,0.47,1286,1286.39,D9-72-8647,D9,37,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1909,1909,0.47,897,897.23,D9-72-8647,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Alfalfa Sil,31,30.79,0.41,13,12.53,D9-73-8643,D9,8,1,2018,Apr,4,30,61.4675,38.5325,4.258333333,21.48416667,33.6425,38.2,8.305,2.01625,2.240833333,2.896666667,3.8775,1.506666667,10.47583333,40.5,85
dairy,Beet Pulp,9,8.78,0.91,8,8.02,D9-73-8643,D9,8,1,2018,Apr,4,30,7.78,92.22,,21.4,38.01,52.04,,,,0.11,,,5,40,85
dairy,Corn Sil KFK,36,36.19,0.35,13,12.67,D9-73-8643,D9,8,1,2018,Apr,4,30,64.385,35.615,3.73625,7.125,24.12625,37.82125,2.60875,37.0825,0.86375,1.7325,3.71625,2.3075,4.59,40,40
dairy,Distiller_Gr,9,9.32,0.89,8,8.29,D9-73-8643,D9,8,1,2018,Apr,4,30,64,36,,28,16,40,,,,,,,4,40,89
dairy,KFK10 Premix,199,198.92,0.45,90,89.51,D9-73-8643,D9,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,KFK8-B MIX,2397,2397,0.47,1127,1126.59,D9-73-8643,D9,37,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1444,1444,0.47,679,678.68,D9-73-8643,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-B MIX,2225,2225,0.47,1046,1045.75,D9-74-6818,D9,37,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1452,1452,0.47,682,682.44,D9-74-6818,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-B MIX,2342,2342,0.47,1101,1100.74,D9-75-6816,D9,37,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1455,1455,0.47,684,683.85,D9-75-6816,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-B MIX,2177,2177,0.47,1023,1023.19,D9-76-6813,D9,37,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1413,1413,0.47,664,664.11,D9-76-6813,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-B MIX,2407,2407,0.47,1131,1131.29,D9-77-6697,D9,37,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1570,1570,0.47,738,737.9,D9-77-6697,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-B MIX,2185,2185,0.47,1027,1026.95,D9-78-6686,D9,37,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,652,652,0.47,306,306.44,D9-78-6686,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-B MIX,2647,2647,0.47,1244,1244.09,D9-79-6685,D9,37,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1598,1598,0.47,751,751.06,D9-79-6685,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Canola Meal,9,9.47,0.88,8,8.32,D9-80-6681,D9,8,1,2018,Apr,4,30,8.97,91.03,,38.83,16.6,27.68,,5.5,,2.39,,,8,48.4,85
dairy,HMSC KFK,43,43.12,0.67,29,28.76,D9-80-6681,D9,8,1,2018,Apr,4,30,28.86666667,71.13,4.31,7.64,2.49,6.52,,71.28,1.11,1.47,4.04,3.63,1.36,44.1,76
dairy,KFK10 Premix,178,178.4,0.45,80,80.28,D9-80-6681,D9,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,KFK8-A Mix,2154,2154,0.52,1120,1120.08,D9-80-6681,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,161,161,0.47,76,75.67,D9-80-6681,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-A Mix,2345,2345,0.52,1219,1219.4,D9-81-6667,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,235,235,0.47,110,110.45,D9-81-6667,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-A Mix,2189,2189,0.52,1138,1138.28,D9-82-6665,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1418,1418,0.47,666,666.46,D9-82-6665,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Canola Meal,11,10.74,0.88,9,9.43,D9-83-6653,D9,8,1,2018,Apr,4,30,8.97,91.03,,38.83,16.6,27.68,,5.5,,2.39,,,8,48.4,85
dairy,HMSC KFK,49,48.91,0.67,33,32.62,D9-83-6653,D9,8,1,2018,Apr,4,30,28.86666667,71.13,4.31,7.64,2.49,6.52,,71.28,1.11,1.47,4.04,3.63,1.36,44.1,76
dairy,KFK10 Premix,202,202.35,0.45,91,91.06,D9-83-6653,D9,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,KFK8-A Mix,2278,2278,0.52,1185,1184.56,D9-83-6653,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,228,147,0.47,107,69.09,D9-83-6653,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-A Mix,2584,2584,0.52,1344,1343.68,D9-84-6643,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1628,1628,0.47,765,765.16,D9-84-6643,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-A Mix,2240,2240,0.52,1165,1164.8,D9-85-6637,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1353,1353,0.47,636,635.91,D9-85-6637,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Canola Meal,10,10.29,0.88,9,9.04,D9-86-6602,D9,8,1,2018,Apr,4,30,8.97,91.03,,38.83,16.6,27.68,,5.5,,2.39,,,8,48.4,85
dairy,HMSC KFK,47,46.86,0.67,31,31.25,D9-86-6602,D9,8,1,2018,Apr,4,30,28.86666667,71.13,4.31,7.64,2.49,6.52,,71.28,1.11,1.47,4.04,3.63,1.36,44.1,76
dairy,KFK10 Premix,194,193.85,0.45,87,87.23,D9-86-6602,D9,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,KFK8-A Mix,2412,2412,0.52,1254,1254.24,D9-86-6602,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,228,228,0.47,107,107.16,D9-86-6602,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Canola Meal,9,9.06,0.88,8,7.96,D9-87-6484,D9,8,1,2018,Apr,4,30,8.97,91.03,,38.83,16.6,27.68,,5.5,,2.39,,,8,48.4,85
dairy,HMSC KFK,41,41.26,0.67,28,27.52,D9-87-6484,D9,8,1,2018,Apr,4,30,28.86666667,71.13,4.31,7.64,2.49,6.52,,71.28,1.11,1.47,4.04,3.63,1.36,44.1,76
dairy,KFK10 Premix,171,170.68,0.45,77,76.81,D9-87-6484,D9,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,KFK8-A Mix,1831,1831,0.52,952,952.12,D9-87-6484,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,249,249,0.47,117,117.03,D9-87-6484,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-A Mix,2340,2340,0.52,1217,1216.8,D9-88-6873,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1492,1492,0.47,701,701.24,D9-88-6873,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-A Mix,2374,2374,0.52,1234,1234.48,D9-89-6855,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1486,1486,0.47,698,698.42,D9-89-6855,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-A Mix,2255,2255,0.52,1173,1172.6,D9-90-6853,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1189,1189,0.47,559,558.83,D9-90-6853,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-A Mix,2216,2216,0.52,1152,1152.32,D9-91-6834,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1231,1231,0.47,579,578.57,D9-91-6834,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-A Mix,2464,2464,0.52,1281,1281.28,D9-92-,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,710,710,0.47,334,333.7,D9-92-,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-A Mix,2348,2348,0.52,1221,1220.96,D9-93-6444,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1324,1324,0.47,622,622.28,D9-93-6444,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Canola Meal,13,12.79,0.88,11,11.23,D9-94-6490,D9,8,1,2018,Apr,4,30,8.97,91.03,,38.83,16.6,27.68,,5.5,,2.39,,,8,48.4,85
dairy,HMSC KFK,58,58.25,0.67,39,38.85,D9-94-6490,D9,8,1,2018,Apr,4,30,28.86666667,71.13,4.31,7.64,2.49,6.52,,71.28,1.11,1.47,4.04,3.63,1.36,44.1,76
dairy,KFK10 Premix,241,240.96,0.45,108,108.43,D9-94-6490,D9,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,KFK8-A Mix,2825,2825,0.52,1469,1469,D9-94-6490,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,510,510,0.47,240,239.7,D9-94-6490,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-A Mix,2347,2347,0.52,1220,1220.44,D9-95-,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1266,1266,0.47,595,595.02,D9-95-,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Canola Meal,12,12.14,0.88,11,10.66,D9-96-6882,D9,8,1,2018,Apr,4,30,8.97,91.03,,38.83,16.6,27.68,,5.5,,2.39,,,8,48.4,85
dairy,HMSC KFK,55,55.26,0.67,37,36.86,D9-96-6882,D9,8,1,2018,Apr,4,30,28.86666667,71.13,4.31,7.64,2.49,6.52,,71.28,1.11,1.47,4.04,3.63,1.36,44.1,76
dairy,KFK10 Premix,229,228.6,0.45,103,102.87,D9-96-6882,D9,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,KFK8-A Mix,2582,2582,0.52,1343,1342.64,D9-96-6882,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,429,429,0.47,202,201.63,D9-96-6882,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-A Mix,2620,2620,0.52,1362,1362.4,D9-97-6481,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1402,1402,0.47,659,658.94,D9-97-6481,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,KFK8-A Mix,12,12,0.52,6,6.24,D9-98-6848,D9,38,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,2189,2189,0.47,1029,1028.83,D9-98-6848,D9,98,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3446,3446,0.47,1620,1619.62,D9-01-6859,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3867,3867,0.47,1817,1817.49,D9-02-5607,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,2925,2925,0.47,1375,1374.75,D9-03-6868,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,2596,2596,0.47,1220,1220.12,D9-04-8874,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,2492,2492,0.45,1171,1171.24,D9-05-6022,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3344,3344,0.47,1572,1571.68,D9-06-6858,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3536,3456,0.47,1662,1624.32,D9-07-6488,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3022,3022,0.47,1420,1420.34,D9-08-6405,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3380,3380,0.47,1589,1588.6,D9-09-6838,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,4610,4610,0.47,2167,2166.7,D9-10-6841,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,2231,2231,0.47,1049,1048.57,D9-11-5442,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,2902,2902,0.47,1364,1363.94,D9-12-6433,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3937,3937,0.47,1850,1850.39,D9-13-6417,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,4262,4262,0.47,2003,2003.14,D9-14-6406,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3577,3577,0.47,1681,1681.19,D9-15-6295,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3556,3556,0.47,1671,1671.32,D9-16-6282,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3413,3413,0.47,1604,1604.11,D9-17-6271,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,4023,4023,0.47,1891,1890.81,D9-18-6270,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,4181,4181,0.47,1965,1965.07,D9-19-6260,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3931,3931,0.47,1848,1847.57,D9-20-6248,D9,98,1,2018,May,5,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
