month,Cow,Pen,Cow_amount,DM_Qty,Days in month,Feed_head_day, Moisture, Dry_Matter, pH, CP, ADF, aNDF, Lignin, Starch, ESC(Sugar), WSC(Sugar), EE(Fat), TFA(Fat), Ash,C%,OM
1,dairy,F1,23,43950,31,61.64095372,30.46114583,69.5384375,4.101527778,22.88489583,17.30979167,27.536875,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.570972222,33.975,68.125
1,dairy,F3,45,85378,31,61.20286738,30.46114583,69.5384375,4.101527778,22.88489583,17.30979167,27.536875,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.570972222,33.975,68.125
1,dairy,F4,25,50649,31,65.35354839,30.46114583,69.5384375,4.101527778,22.88489583,17.30979167,27.536875,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.570972222,33.975,68.125
1,dairy,F5,48,86056,31,57.83333333,30.46114583,69.5384375,4.101527778,22.88489583,17.30979167,27.536875,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.570972222,33.975,68.125
1,dairy,F7,49,100251,31,65.99802502,30.46114583,69.5384375,4.101527778,22.88489583,17.30979167,27.536875,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.570972222,33.975,68.125
1,dairy,G13,20,13124,31,21.16774194,29.3705,70.6295,4.731527778,19.96183333,28.6936875,39.2603125,5.304583333,15.0246875,1.037861111,2.314583334,3.796875,1.907083334,7.78861111,34.7,56.5
1,dairy,G14,22,14191,31,20.80791789,29.3705,70.6295,4.731527778,20.16183333,28.6936875,39.2603125,5.304583333,15.0246875,1.037861111,2.314583334,3.796875,1.907083334,7.78861111,34.7,56.5
1,dairy,G15,23,36800,31,51.61290323,30.46114583,69.5384375,4.101527778,22.88489583,17.30979167,27.536875,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.570972222,33.975,68.125
2,dairy,F1,22,35823,28,58.15422078,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
2,dairy,F3,45,79053,28,62.74047619,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
2,dairy,F4,24,43200,28,64.28571429,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
2,dairy,F5,48,78728,28,58.57738095,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
2,dairy,F7,47,83167,28,63.19680851,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
2,dairy,G13,18,7062,28,14.01190476,34.213125,65.786875,4.731527778,7.902291668,38.25625,52.34041667,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.78861111,32.125,46.25
2,dairy,G14,20,11059,28,19.74821429,34.213125,65.786875,4.731527778,7.902291668,38.25625,52.34041667,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.78861111,32.125,46.25
2,dairy,G15,34,51314,28,53.9012605,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
3,dairy,F1,21,43703,31,67.13210445,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
3,dairy,F3,46,90372,31,63.37447405,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
3,dairy,F4,22,44864,31,65.7829912,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
3,dairy,F5,49,87186,31,57.39697169,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
3,dairy,F7,48,99476,31,66.85215054,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
3,dairy,G13,15,8958,31,19.26451613,34.213125,65.786875,4.731527778,7.902291668,38.25625,52.34041667,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.78861111,32.125,46.25
3,dairy,G14,20,14167,31,22.85,34.213125,65.786875,4.731527778,7.902291668,38.25625,52.34041667,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.78861111,32.125,46.25
3,dairy,G15,33,52043,31,50.87292278,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
4,dairy,F1,32,58259,30,60.68645833,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
4,dairy,F3,46,85086,30,61.65652174,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
4,dairy,F4,23,27452,30,39.78550725,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
4,dairy,F5,49,78115,30,53.13945578,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
4,dairy,F7,49,88443,30,60.16530612,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
4,dairy,G13,18,9962,30,18.44814815,34.213125,65.786875,4.731527778,7.902291668,38.25625,52.34041667,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.78861111,32.125,46.25
4,dairy,G14,20,14445,30,24.075,34.213125,65.786875,4.731527778,7.902291668,38.25625,52.34041667,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.78861111,32.125,46.25
4,dairy,G15,20,26842,30,44.73666667,25.66988095,74.32964286,4.101527778,22.15416667,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,33.11428571,65.14285714
4,dairy,G16,21,10742,30,17.05079365,34.213125,65.786875,4.731527778,7.902291668,38.25625,52.34041667,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.78861111,32.125,46.25
5,dairy,F1,48,91007,31,61.16061828,33.58614583,66.4134375,4.011145833,20.27614583,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,33.975,68.125
5,dairy,F3,48,94416,31,63.4516129,33.58614583,66.4134375,4.011145833,20.27614583,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,33.975,68.125
5,dairy,F5,49,85495,31,56.2837393,33.58614583,66.4134375,4.011145833,20.27614583,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,33.975,68.125
5,dairy,F7,49,100014,31,65.84200132,33.58614583,66.4134375,4.011145833,20.27614583,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,33.975,68.125
5,dairy,G13,13,5203,31,12.91066998,34.213125,65.786875,4.731527778,7.902291668,38.25625,52.34041667,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.78861111,32.125,46.25
5,dairy,G14,20,6531,31,10.53387097,34.213125,65.786875,4.731527778,7.902291668,38.25625,52.34041667,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.78861111,32.125,46.25
5,dairy,G15,20,28464,31,45.90967742,33.58614583,66.4134375,4.011145833,20.27614583,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,33.975,68.125
5,dairy,G16,21,10685,31,16.41321045,34.213125,65.786875,4.731527778,7.902291668,38.25625,52.34041667,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.78861111,32.125,46.25
6,dairy,F1,48,89679,30,62.27708333,37.40990741,62.58972222,4.011145833,19.02324074,21.42696429,31.72017857,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.716547619,34.64444444,70
6,dairy,F3,47,87912,30,62.34893617,37.40990741,62.58972222,4.011145833,19.02324074,21.42696429,31.72017857,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.716547619,34.64444444,70
6,dairy,F5,47,82920,30,58.80851064,32.40990741,67.58972222,4.011145833,18.66768519,18.46982143,27.59160714,4.507916667,23.75145833,1.268645833,9.113833333,3.8384375,2.438541667,6.559404761,35.2,70
6,dairy,F7,47,91589,30,64.95673759,32.40990741,67.58972222,4.011145833,18.66768519,18.46982143,27.59160714,4.507916667,23.75145833,1.268645833,9.113833333,3.8384375,2.438541667,6.559404761,35.2,70
6,dairy,G13,23,2705,30,3.920289855,34.213125,65.786875,4.731527778,7.902291668,38.25625,52.34041667,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.78861111,32.125,46.25
6,dairy,G14,20,4513,30,7.521666667,40.9705,59.0295,4.731527778,8.121833334,38.1921875,54.0053125,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.341458333,33.7,54
6,dairy,G15,20,27783,30,46.305,37.40990741,62.58972222,4.011145833,19.02324074,21.42696429,31.72017857,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.716547619,34.64444444,70
7,dairy,F1,47,77870,31,53.44543583,37.40990741,62.58972222,4.011145833,19.02324074,21.42696429,31.72017857,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.716547619,34.64444444,70
7,dairy,F3,46,89115,31,62.49298738,37.40990741,62.58972222,4.011145833,19.02324074,21.42696429,31.72017857,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.716547619,34.64444444,70
7,dairy,F5,49,82317,31,54.1915734,32.40990741,67.58972222,4.011145833,18.66768519,18.46982143,27.59160714,4.507916667,23.75145833,1.268645833,9.113833333,3.8384375,2.438541667,6.559404761,35.2,70
7,dairy,F7,47,88868,31,60.99382292,32.40990741,67.58972222,4.011145833,18.66768519,18.46982143,27.59160714,4.507916667,23.75145833,1.268645833,9.113833333,3.8384375,2.438541667,6.559404761,35.2,70
7,dairy,G13,31,3515,31,3.657648283,34.213125,65.786875,4.731527778,7.902291668,38.25625,52.34041667,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.78861111,32.125,46.25
7,dairy,G14,20,9982,31,16.1,40.9705,59.0295,4.731527778,8.121833334,38.1921875,54.0053125,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.341458333,33.7,54
7,dairy,G15,20,25502,31,41.13225806,37.40990741,62.58972222,4.011145833,19.02324074,21.42696429,31.72017857,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.716547619,34.64444444,70
8,dairy,F1,47,86788,31,59.56623198,37.40990741,62.58972222,4.011145833,19.02324074,21.42696429,31.72017857,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.716547619,34.64444444,70
8,dairy,F3,47,90206,31,61.91214825,37.40990741,62.58972222,4.011145833,19.02324074,21.42696429,31.72017857,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.716547619,34.64444444,70
8,dairy,F5,49,79345,31,52.23502304,32.40990741,67.58972222,4.011145833,18.66768519,18.46982143,27.59160714,4.507916667,23.75145833,1.268645833,9.113833333,3.8384375,2.438541667,6.559404761,35.2,70
8,dairy,F7,48,91993,31,61.82325269,32.40990741,67.58972222,4.011145833,18.66768519,18.46982143,27.59160714,4.507916667,23.75145833,1.268645833,9.113833333,3.8384375,2.438541667,6.559404761,35.2,70
8,dairy,G13,37,7150,31,6.233653008,27.96891667,72.03075,4.448916667,16.52091667,24.14125,34.86303571,4.6309375,20.268125,1.268645833,9.113833333,3.8384375,2.438541667,6.045119047,31.98,60.5
8,dairy,G15,20,27211,31,43.88870968,37.40990741,62.58972222,4.011145833,19.02324074,21.42696429,31.72017857,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.716547619,34.64444444,70
9,dairy,F1,46,82240,30,59.5942029,37.40990741,62.58972222,4.011145833,19.02324074,21.42696429,31.72017857,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.716547619,34.64444444,70
9,dairy,F3,48,94154,30,65.38472222,37.40990741,62.58972222,4.011145833,19.02324074,21.42696429,31.72017857,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.716547619,34.64444444,70
9,dairy,F5,47,79874,30,56.64822695,33.58614583,66.4134375,4.011145833,20.27614583,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,33.975,68.125
9,dairy,F7,44,91015,30,68.95075758,33.58614583,66.4134375,4.011145833,20.27614583,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,33.975,68.125
9,dairy,G13,32,50389,30,52.48854167,33.58614583,66.4134375,4.011145833,20.27614583,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,33.975,68.125
9,dairy,G15,21,30925,30,49.08730159,33.58614583,66.4134375,4.011145833,20.27614583,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,33.975,68.125
10,dairy,F1,47,87193,31,59.84420041,38.09845238,61.90107143,4.011145833,17.45845238,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,35.97142857,65.71428571
10,dairy,F3,47,98258,31,67.43857241,38.09845238,61.90107143,4.011145833,17.45845238,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,35.97142857,65.71428571
10,dairy,F5,47,86121,31,59.108442,38.09845238,61.90107143,4.011145833,17.45845238,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,35.97142857,65.71428571
10,dairy,F7,48,104629,31,70.31518817,38.09845238,61.90107143,4.011145833,17.45845238,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,35.97142857,65.71428571
10,dairy,G13,32,60271,31,60.75705645,38.09845238,61.90107143,4.011145833,17.45845238,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,35.97142857,65.71428571
10,dairy,G15,20,33695,31,54.34677419,38.09845238,61.90107143,4.011145833,17.45845238,18.66479167,27.17354167,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.669305555,35.97142857,65.71428571
11,dairy,F1,44,79615,30,60.31439394,34.83614583,65.1634375,4.011145833,20.27614583,17.56982143,25.43446429,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.573690476,36.325,68.125
11,dairy,F3,47,93712,30,66.46241135,34.83614583,65.1634375,4.011145833,20.27614583,17.56982143,25.43446429,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.573690476,36.325,68.125
11,dairy,F5,46,81838,30,59.30289855,34.83614583,65.1634375,4.011145833,20.27614583,17.56982143,25.43446429,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.573690476,36.325,68.125
11,dairy,F7,46,92526,30,67.04782609,34.83614583,65.1634375,4.011145833,20.27614583,17.56982143,25.43446429,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.573690476,36.325,68.125
11,dairy,G13,32,58331,30,60.76145833,34.83614583,65.1634375,4.011145833,20.27614583,17.56982143,25.43446429,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.573690476,36.325,68.125
11,dairy,G15,25,38877,30,51.836,34.83614583,65.1634375,4.011145833,20.27614583,17.56982143,25.43446429,4.507916667,23.52175,1.268645833,9.113833333,3.8384375,2.438541667,5.573690476,36.325,68.125
12,dairy,F1,44,84560,31,61.9941349,29.61486111,70.38458333,4.101527778,19.17986111,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,35.3,61.83333333
12,dairy,F3,49,100629,31,66.24687294,29.61486111,70.38458333,4.101527778,19.17986111,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,35.3,61.83333333
12,dairy,F5,45,83115,31,59.58064516,29.61486111,70.38458333,4.101527778,19.17986111,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,35.3,61.83333333
12,dairy,F7,45,87300,31,62.58064516,29.61486111,70.38458333,4.101527778,19.17986111,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,35.3,61.83333333
12,dairy,G13,35,61332,31,56.52718894,29.61486111,70.38458333,4.101527778,19.17986111,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,35.3,61.83333333
12,dairy,G15,27,40165,31,47.98685783,29.61486111,70.38458333,4.101527778,19.17986111,17.57175,25.04425,5.456875,28.9696875,1.404861111,2.122291667,3.877916667,2.481388889,5.885166666,35.3,61.83333333
12,dairy,mat pens,1,2345,31,75.64516129,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
1,dry,H35,26,29531,31,36.63895782,35.46157407,64.53805556,4.097083333,18.69295455,13.89203125,23.03796875,3.56625,19.18791667,1.0315625,1.6705,2.16975,1.417,4.458214286,26.8,66.28181818
1,dry,K20,85,82761,31,31.40834915,37.38125,62.61875,3.990625,18.56892857,15.44104167,22.96395833,3.56625,8.7695,1.005416667,1.720625,1.7021875,0.86375,5.1695,27.24285714,56.3
2,dry,H35,26,26082,28,35.82692308,35.46157407,64.53805556,4.097083333,18.69295455,13.89203125,23.03796875,3.56625,19.18791667,1.0315625,1.6705,2.16975,1.417,4.458214286,26.8,66.28181818
2,dry,K20,80,70196,28,31.3375,37.38125,62.61875,3.990625,18.56892857,15.44104167,22.96395833,3.56625,8.7695,1.005416667,1.720625,1.7021875,0.86375,5.1695,27.24285714,56.3
3,dry,H35,21,24918,31,38.2764977,35.60866667,64.391,4.1340625,18.42083333,16.89513889,26.84291667,4.6971875,16.6275,1.25575,1.852083333,2.323541667,1.372083333,4.933125,28.19166667,67.84166667
3,dry,K20,71,69061,31,31.37710132,37.0275,62.9725,4.075416667,16.54555556,20.82078125,34.00828125,4.6971875,7.51875,1.2921875,1.9285,1.98025,0.9205,10.58642857,30.46666667,62.67777778
4,dry,H35,24,26610,30,36.95833333,32.81541667,67.18425,4.6228125,17.38520833,18.68180556,29.47819444,3.9246875,17.01821429,1.0315625,1.6705,2.16975,1.417,4.9384375,28.56666667,65.75833333
4,dry,K20,75,67929,30,30.19066667,37.04107143,62.95892857,3.990625,16.6853125,17.94946429,30.68339286,3.56625,8.7695,1.005416667,1.720625,1.7021875,0.86375,10.97458333,28.8375,59.8875
5,dry,H35,32,35542,31,35.82862903,32.81541667,67.18425,4.6228125,17.38520833,18.68180556,29.47819444,3.9246875,17.01821429,1.0315625,1.6705,2.16975,1.417,4.9384375,28.56666667,65.75833333
5,dry,K20,54,37744,31,22.54719235,33.5359375,66.4640625,4.727083333,15.16472222,22.83078125,36.97296875,3.9246875,7.974583333,1.005416667,1.720625,1.7021875,0.86375,10.5925,30.96666667,59.9
6,dry,H35,30,29546,30,32.82888889,32.81541667,67.18425,4.6228125,17.38520833,18.68180556,29.47819444,3.9246875,17.01821429,1.0315625,1.6705,2.16975,1.417,4.9384375,28.56666667,65.75833333
6,dry,K20,51,33308,30,21.76993464,33.5359375,66.4640625,4.727083333,15.16472222,22.83078125,36.97296875,3.9246875,7.974583333,1.005416667,1.720625,1.7021875,0.86375,10.5925,30.96666667,59.9
7,dry,H35,37,36797,31,32.08108108,36.01401515,63.98568182,4.6228125,16.74019231,20.613625,32.430375,3.9246875,17.01821429,1.0315625,1.6705,2.16975,1.417,5.056388889,29.44615385,67.23846154
7,dry,K20,52,38232,31,23.71712159,37.6609375,62.3390625,4.727083333,15.77583333,23.45578125,34.72296875,3.9246875,7.974583333,1.005416667,1.720625,1.7021875,0.86375,5.735357143,30.96666667,59.9
8,dry,H35,33,35959,31,35.15053763,36.01401515,63.98568182,4.6228125,16.74019231,20.613625,32.430375,3.9246875,17.01821429,1.0315625,1.6705,2.16975,1.417,5.056388889,29.44615385,67.23846154
8,dry,K20,61,49264,31,26.05182443,37.6609375,62.3390625,4.727083333,15.77583333,23.45578125,34.72296875,3.9246875,7.974583333,1.005416667,1.720625,1.7021875,0.86375,5.735357143,30.96666667,59.9
9,dry,H35,40,39260,30,32.71666667,36.01401515,63.98568182,4.6228125,16.74019231,20.613625,32.430375,3.9246875,17.01821429,1.0315625,1.6705,2.16975,1.417,5.056388889,29.44615385,67.23846154
9,dry,K20,50,43857,30,29.238,37.6609375,62.3390625,4.727083333,15.77583333,23.45578125,34.72296875,3.9246875,7.974583333,1.005416667,1.720625,1.7021875,0.86375,5.735357143,30.96666667,59.9
10,dry,H35,33,36706,31,35.88074291,36.23935185,63.76027778,4.6228125,15.32931818,18.68180556,29.47819444,3.9246875,17.01821429,1.0315625,1.6705,2.16975,1.417,4.9384375,29.34545455,64.00909091
10,dry,K20,46,38809,31,27.21528752,33.32678571,66.67321429,4.727083333,16.6228125,21.37803571,31.25482143,3.9246875,7.974583333,1.005416667,1.720625,1.7021875,0.86375,5.69125,29.8375,56.7625
11,dry,H35,38,43524,30,38.17894737,33.81541667,66.18425,4.6228125,17.38520833,17.913625,28.030375,3.9246875,17.01821429,1.0315625,1.6705,2.16975,1.417,4.945277778,30.13333333,65.75833333
11,dry,K20,45,34527,30,25.57555556,30.6609375,69.3390625,4.727083333,19.22027778,20.08078125,29.22296875,3.9246875,7.974583333,1.005416667,1.720625,1.7021875,0.86375,5.5925,30.83333333,59.9
12,dry,H35,38,43673,31,37.07385399,36.23935185,63.76027778,4.6228125,15.32931818,18.68180556,29.47819444,3.9246875,17.01821429,1.0315625,1.6705,2.16975,1.417,4.9384375,29.34545455,64.00909091
12,dry,K20,66,62824,31,30.70576735,33.32678571,66.67321429,4.727083333,16.6228125,21.37803571,31.25482143,3.9246875,7.974583333,1.005416667,1.720625,1.7021875,0.86375,5.69125,29.8375,56.7625
1,heifer,G11,15,4027,31,8.660215054,35.957,64.043,4.079861111,12.40733333,27.1721875,38.3259375,6.334583333,13.45458333,3.064270833,10.59729167,3.6715625,1.653888889,7.330833333,31,57.6
1,heifer,G12,20,8481,31,13.67903226,42.6175,57.3825,3.997291667,9.53638889,28.884375,38.010625,5.456875,19.549375,1.552291667,2.314583334,3.796875,1.907083334,7.532916665,26.83333333,41.66666667
1,heifer,G17,16,6975,31,14.0625,42.6175,57.3825,3.997291667,9.53638889,28.884375,38.010625,5.456875,19.549375,1.552291667,2.314583334,3.796875,1.907083334,7.532916665,26.83333333,41.66666667
1,heifer,G18,20,6944,31,11.2,35.957,64.043,4.079861111,12.40733333,27.1721875,38.3259375,6.334583333,13.45458333,3.064270833,10.59729167,3.6715625,1.653888889,7.330833333,31,57.6
1,heifer,H29,14,3221,31,7.421658986,34.213125,65.786875,4.731527778,7.902291668,38.25625,52.34041667,5.304583333,14.36625,1.552291667,2.314583334,3.796875,1.907083334,7.78861111,32.125,46.25
